 gdp_for_year ($) ,HDI for year,age,country,country-year,gdp_per_capita ($),generation,population,sex,suicides/100k pop,suicides_no,year
"460,290,556,901",,35-54 years,Russian Federation,Russian Federation1992,3333.0,Boomers,18933500.0,male,83.58,15824.0,1992
"460,290,556,901",,55-74 years,Russian Federation,Russian Federation1992,3333.0,Silent,10319200.0,male,77.66,8014.0,1992
"460,290,556,901",,25-34 years,Russian Federation,Russian Federation1992,3333.0,Boomers,11773600.0,male,67.59,7958.0,1992
"460,290,556,901",,15-24 years,Russian Federation,Russian Federation1992,3333.0,Generation X,10235100.0,male,33.68,3447.0,1992
"460,290,556,901",,75+ years,Russian Federation,Russian Federation1992,3333.0,G.I. Generation,4741300.0,female,30.75,1458.0,1992
"460,290,556,901",,55-74 years,Russian Federation,Russian Federation1992,3333.0,Silent,16206600.0,female,19.33,3133.0,1992
"460,290,556,901",,35-54 years,Russian Federation,Russian Federation1992,3333.0,Boomers,20093200.0,female,13.78,2768.0,1992
"460,290,556,901",,25-34 years,Russian Federation,Russian Federation1992,3333.0,Boomers,11561000.0,female,8.56,990.0,1992
"460,290,556,901",,15-24 years,Russian Federation,Russian Federation1992,3333.0,Generation X,9791500.0,female,7.19,704.0,1992
"460,290,556,901",,5-14 years,Russian Federation,Russian Federation1992,3333.0,Millenials,11747200.0,male,2.71,318.0,1992
"460,290,556,901",,5-14 years,Russian Federation,Russian Federation1992,3333.0,Millenials,11376200.0,female,0.67,76.0,1992
"435,083,713,851",,35-54 years,Russian Federation,Russian Federation1993,3160.0,Boomers,18908000.0,male,107.13,20256.0,1993
"435,083,713,851",,75+ years,Russian Federation,Russian Federation1993,3160.0,G.I. Generation,1302200.0,male,104.75,1364.0,1993
"435,083,713,851",,55-74 years,Russian Federation,Russian Federation1993,3160.0,Silent,10681300.0,male,94.73,10118.0,1993
"435,083,713,851",,25-34 years,Russian Federation,Russian Federation1993,3160.0,Boomers,11260400.0,male,82.84,9328.0,1993
"435,083,713,851",,15-24 years,Russian Federation,Russian Federation1993,3160.0,Generation X,10306400.0,male,42.18,4347.0,1993
"435,083,713,851",,75+ years,Russian Federation,Russian Federation1993,3160.0,G.I. Generation,4615000.0,female,31.81,1468.0,1993
"435,083,713,851",,55-74 years,Russian Federation,Russian Federation1993,3160.0,Silent,16579000.0,female,20.71,3433.0,1993
"435,083,713,851",,35-54 years,Russian Federation,Russian Federation1993,3160.0,Boomers,20012400.0,female,15.81,3163.0,1993
"435,083,713,851",,25-34 years,Russian Federation,Russian Federation1993,3160.0,Boomers,11063800.0,female,10.43,1154.0,1993
"435,083,713,851",,15-24 years,Russian Federation,Russian Federation1993,3160.0,Generation X,9824100.0,female,7.99,785.0,1993
"435,083,713,851",,5-14 years,Russian Federation,Russian Federation1993,3160.0,Millenials,11763700.0,male,2.86,337.0,1993
"435,083,713,851",,5-14 years,Russian Federation,Russian Federation1993,3160.0,Millenials,11376500.0,female,0.82,93.0,1993
"395,077,301,248",,35-54 years,Russian Federation,Russian Federation1994,2853.0,Boomers,19044200.0,male,117.3,22338.0,1994
"395,077,301,248",,75+ years,Russian Federation,Russian Federation1994,2853.0,G.I. Generation,1281400.0,male,110.19,1412.0,1994
"395,077,301,248",,55-74 years,Russian Federation,Russian Federation1994,2853.0,Silent,11006300.0,male,103.86,11431.0,1994
"395,077,301,248",,25-34 years,Russian Federation,Russian Federation1994,2853.0,Boomers,10947200.0,male,94.18,10310.0,1994
"395,077,301,248",,15-24 years,Russian Federation,Russian Federation1994,2853.0,Generation X,10518500.0,male,49.22,5177.0,1994
"395,077,301,248",,75+ years,Russian Federation,Russian Federation1994,2853.0,G.I. Generation,4526500.0,female,32.12,1454.0,1994
"395,077,301,248",,55-74 years,Russian Federation,Russian Federation1994,2853.0,Silent,16977700.0,female,20.55,3489.0,1994
"395,077,301,248",,35-54 years,Russian Federation,Russian Federation1994,2853.0,Boomers,20124300.0,female,16.18,3257.0,1994
"395,077,301,248",,25-34 years,Russian Federation,Russian Federation1994,2853.0,Boomers,10708700.0,female,11.19,1198.0,1994
"395,077,301,248",,15-24 years,Russian Federation,Russian Federation1994,2853.0,Generation X,10036800.0,female,9.12,915.0,1994
"395,077,301,248",,5-14 years,Russian Federation,Russian Federation1994,2853.0,Millenials,11857400.0,male,3.07,364.0,1994
"395,077,301,248",,5-14 years,Russian Federation,Russian Federation1994,2853.0,Millenials,11447200.0,female,0.66,75.0,1994
"395,531,066,563",,35-54 years,Russian Federation,Russian Federation1995,2844.0,Boomers,19249600.0,male,112.76,21706.0,1995
"395,531,066,563",,55-74 years,Russian Federation,Russian Federation1995,2844.0,Silent,11227000.0,male,99.33,11152.0,1995
"395,531,066,563",,75+ years,Russian Federation,Russian Federation1995,2844.0,G.I. Generation,1258900.0,male,93.89,1182.0,1995
"395,531,066,563",,25-34 years,Russian Federation,Russian Federation1995,2844.0,Generation X,10700700.0,male,91.46,9787.0,1995
"395,531,066,563",,15-24 years,Russian Federation,Russian Federation1995,2844.0,Generation X,10678300.0,male,53.69,5733.0,1995
"395,531,066,563",,75+ years,Russian Federation,Russian Federation1995,2844.0,G.I. Generation,4436700.0,female,34.85,1546.0,1995
"395,531,066,563",,55-74 years,Russian Federation,Russian Federation1995,2844.0,Silent,17293700.0,female,20.23,3499.0,1995
"395,531,066,563",,35-54 years,Russian Federation,Russian Federation1995,2844.0,Boomers,20339300.0,female,16.36,3328.0,1995
"395,531,066,563",,25-34 years,Russian Federation,Russian Federation1995,2844.0,Generation X,10375900.0,female,11.36,1179.0,1995
"395,531,066,563",,15-24 years,Russian Federation,Russian Federation1995,2844.0,Generation X,10253200.0,female,9.78,1003.0,1995
"395,531,066,563",,5-14 years,Russian Federation,Russian Federation1995,2844.0,Millenials,11854400.0,male,2.99,355.0,1995
"395,531,066,563",,5-14 years,Russian Federation,Russian Federation1995,2844.0,Millenials,11419400.0,female,0.68,78.0,1995
"391,719,993,757",,35-54 years,Russian Federation,Russian Federation1996,2813.0,Boomers,19507100.0,male,105.41,20562.0,1996
"391,719,993,757",,75+ years,Russian Federation,Russian Federation1996,2813.0,G.I. Generation,1242800.0,male,95.91,1192.0,1996
"391,719,993,757",,55-74 years,Russian Federation,Russian Federation1996,2813.0,Silent,11361400.0,male,94.65,10754.0,1996
"391,719,993,757",,25-34 years,Russian Federation,Russian Federation1996,2813.0,Generation X,10443600.0,male,88.23,9214.0,1996
"391,719,993,757",,15-24 years,Russian Federation,Russian Federation1996,2813.0,Generation X,10772000.0,male,53.69,5784.0,1996
"391,719,993,757",,75+ years,Russian Federation,Russian Federation1996,2813.0,G.I. Generation,4369100.0,female,32.46,1418.0,1996
"391,719,993,757",,55-74 years,Russian Federation,Russian Federation1996,2813.0,Silent,17502200.0,female,18.31,3205.0,1996
"391,719,993,757",,35-54 years,Russian Federation,Russian Federation1996,2813.0,Boomers,20618800.0,female,14.32,2953.0,1996
"391,719,993,757",,25-34 years,Russian Federation,Russian Federation1996,2813.0,Generation X,10062400.0,female,11.2,1127.0,1996
"391,719,993,757",,15-24 years,Russian Federation,Russian Federation1996,2813.0,Generation X,10409100.0,female,8.68,904.0,1996
"391,719,993,757",,5-14 years,Russian Federation,Russian Federation1996,2813.0,Millenials,11716700.0,male,2.73,320.0,1996
"391,719,993,757",,5-14 years,Russian Federation,Russian Federation1996,2813.0,Millenials,11267400.0,female,0.69,78.0,1996
"404,926,534,140",,75+ years,Russian Federation,Russian Federation1997,2907.0,G.I. Generation,1241100.0,male,97.09,1205.0,1997
"404,926,534,140",,35-54 years,Russian Federation,Russian Federation1997,2907.0,Boomers,19913400.0,male,95.28,18973.0,1997
"404,926,534,140",,55-74 years,Russian Federation,Russian Federation1997,2907.0,Silent,11327500.0,male,94.69,10726.0,1997
"404,926,534,140",,25-34 years,Russian Federation,Russian Federation1997,2907.0,Generation X,10242100.0,male,80.28,8222.0,1997
"404,926,534,140",,15-24 years,Russian Federation,Russian Federation1997,2907.0,Generation X,10874000.0,male,53.15,5780.0,1997
"404,926,534,140",,75+ years,Russian Federation,Russian Federation1997,2907.0,G.I. Generation,4360900.0,female,32.65,1424.0,1997
"404,926,534,140",,55-74 years,Russian Federation,Russian Federation1997,2907.0,Silent,17453600.0,female,18.22,3180.0,1997
"404,926,534,140",,35-54 years,Russian Federation,Russian Federation1997,2907.0,Boomers,21047500.0,female,13.39,2819.0,1997
"404,926,534,140",,25-34 years,Russian Federation,Russian Federation1997,2907.0,Generation X,9833800.0,female,10.68,1050.0,1997
"404,926,534,140",,15-24 years,Russian Federation,Russian Federation1997,2907.0,Generation X,10556600.0,female,8.95,945.0,1997
"404,926,534,140",,5-14 years,Russian Federation,Russian Federation1997,2907.0,Millenials,11444500.0,male,3.02,346.0,1997
"404,926,534,140",,5-14 years,Russian Federation,Russian Federation1997,2907.0,Millenials,10988200.0,female,0.69,76.0,1997
"270,953,116,950",,35-54 years,Russian Federation,Russian Federation1998,1948.0,Boomers,20487900.0,male,88.14,18058.0,1998
"270,953,116,950",,75+ years,Russian Federation,Russian Federation1998,1948.0,G.I. Generation,1261400.0,male,88.0,1110.0,1998
"270,953,116,950",,55-74 years,Russian Federation,Russian Federation1998,1948.0,Silent,11058100.0,male,87.56,9683.0,1998
"270,953,116,950",,25-34 years,Russian Federation,Russian Federation1998,1948.0,Generation X,10104200.0,male,75.55,7634.0,1998
"270,953,116,950",,15-24 years,Russian Federation,Russian Federation1998,1948.0,Generation X,11040600.0,male,51.89,5729.0,1998
"270,953,116,950",,75+ years,Russian Federation,Russian Federation1998,1948.0,G.I. Generation,4434700.0,female,32.27,1431.0,1998
"270,953,116,950",,55-74 years,Russian Federation,Russian Federation1998,1948.0,Silent,17046200.0,female,17.11,2917.0,1998
"270,953,116,950",,35-54 years,Russian Federation,Russian Federation1998,1948.0,Boomers,21695000.0,female,12.51,2715.0,1998
"270,953,116,950",,25-34 years,Russian Federation,Russian Federation1998,1948.0,Generation X,9685600.0,female,9.31,902.0,1998
"270,953,116,950",,15-24 years,Russian Federation,Russian Federation1998,1948.0,Generation X,10752700.0,female,8.62,927.0,1998
"270,953,116,950",,5-14 years,Russian Federation,Russian Federation1998,1948.0,Millenials,11006800.0,male,3.03,333.0,1998
"270,953,116,950",,5-14 years,Russian Federation,Russian Federation1998,1948.0,Millenials,10548900.0,female,0.75,79.0,1998
"195,905,767,669",,55-74 years,Russian Federation,Russian Federation1999,1412.0,Silent,10669100.0,male,99.44,10609.0,1999
"195,905,767,669",,35-54 years,Russian Federation,Russian Federation1999,1412.0,Boomers,21016400.0,male,98.52,20705.0,1999
"195,905,767,669",,75+ years,Russian Federation,Russian Federation1999,1412.0,G.I. Generation,1310400.0,male,86.08,1128.0,1999
"195,905,767,669",,25-34 years,Russian Federation,Russian Federation1999,1412.0,Generation X,10022400.0,male,80.83,8101.0,1999
"195,905,767,669",,15-24 years,Russian Federation,Russian Federation1999,1412.0,Generation X,11232900.0,male,54.48,6120.0,1999
"195,905,767,669",,75+ years,Russian Federation,Russian Federation1999,1412.0,G.I. Generation,4569600.0,female,32.61,1490.0,1999
"195,905,767,669",,55-74 years,Russian Federation,Russian Federation1999,1412.0,Silent,16457600.0,female,18.67,3072.0,1999
"195,905,767,669",,35-54 years,Russian Federation,Russian Federation1999,1412.0,Boomers,22337800.0,female,14.0,3128.0,1999
"195,905,767,669",,25-34 years,Russian Federation,Russian Federation1999,1412.0,Generation X,9616300.0,female,10.83,1041.0,1999
"195,905,767,669",,15-24 years,Russian Federation,Russian Federation1999,1412.0,Generation X,10957600.0,female,9.86,1080.0,1999
"195,905,767,669",,5-14 years,Russian Federation,Russian Federation1999,1412.0,Millenials,10490300.0,male,3.83,402.0,1999
"195,905,767,669",,5-14 years,Russian Federation,Russian Federation1999,1412.0,Millenials,10037400.0,female,0.98,98.0,1999
"259,708,496,267",,35-54 years,Russian Federation,Russian Federation2000,1879.0,Boomers,21378098.0,male,98.53,21063.0,2000
"259,708,496,267",,55-74 years,Russian Federation,Russian Federation2000,1879.0,Silent,10282841.0,male,93.9,9656.0,2000
"259,708,496,267",,25-34 years,Russian Federation,Russian Federation2000,1879.0,Generation X,10025181.0,male,86.32,8654.0,2000
"259,708,496,267",,75+ years,Russian Federation,Russian Federation2000,1879.0,G.I. Generation,1380292.0,male,84.4,1165.0,2000
"259,708,496,267",,15-24 years,Russian Federation,Russian Federation2000,1879.0,Generation X,11393600.0,male,57.73,6578.0,2000
"259,708,496,267",,75+ years,Russian Federation,Russian Federation2000,1879.0,G.I. Generation,4729070.0,female,29.22,1382.0,2000
"259,708,496,267",,55-74 years,Russian Federation,Russian Federation2000,1879.0,Silent,15887955.0,female,16.65,2646.0,2000
"259,708,496,267",,35-54 years,Russian Federation,Russian Federation2000,1879.0,Boomers,22830770.0,female,12.82,2926.0,2000
"259,708,496,267",,25-34 years,Russian Federation,Russian Federation2000,1879.0,Generation X,9648389.0,female,10.64,1027.0,2000
"259,708,496,267",,15-24 years,Russian Federation,Russian Federation2000,1879.0,Generation X,11120027.0,female,9.13,1015.0,2000
"259,708,496,267",,5-14 years,Russian Federation,Russian Federation2000,1879.0,Millenials,9986252.0,male,4.05,404.0,2000
"259,708,496,267",,5-14 years,Russian Federation,Russian Federation2000,1879.0,Millenials,9543220.0,female,1.08,103.0,2000
"306,602,673,980",,35-54 years,Russian Federation,Russian Federation2001,2229.0,Boomers,21476420.0,male,99.0,21262.0,2001
"306,602,673,980",,55-74 years,Russian Federation,Russian Federation2001,2229.0,Silent,10030533.0,male,92.06,9234.0,2001
"306,602,673,980",,25-34 years,Russian Federation,Russian Federation2001,2229.0,Generation X,10078045.0,male,88.17,8886.0,2001
"306,602,673,980",,75+ years,Russian Federation,Russian Federation2001,2229.0,Silent,1485110.0,male,83.23,1236.0,2001
"306,602,673,980",,15-24 years,Russian Federation,Russian Federation2001,2229.0,Millenials,11547645.0,male,60.14,6945.0,2001
"306,602,673,980",,75+ years,Russian Federation,Russian Federation2001,2229.0,Silent,4919708.0,female,27.42,1349.0,2001
"306,602,673,980",,55-74 years,Russian Federation,Russian Federation2001,2229.0,Silent,15506563.0,female,15.94,2471.0,2001
"306,602,673,980",,35-54 years,Russian Federation,Russian Federation2001,2229.0,Boomers,23046634.0,female,12.67,2920.0,2001
"306,602,673,980",,25-34 years,Russian Federation,Russian Federation2001,2229.0,Generation X,9733290.0,female,11.17,1087.0,2001
"306,602,673,980",,15-24 years,Russian Federation,Russian Federation2001,2229.0,Millenials,11270161.0,female,9.45,1065.0,2001
"306,602,673,980",,5-14 years,Russian Federation,Russian Federation2001,2229.0,Millenials,9428879.0,male,4.13,389.0,2001
"306,602,673,980",,5-14 years,Russian Federation,Russian Federation2001,2229.0,Millenials,8998521.0,female,1.27,114.0,2001
"345,110,438,692",,35-54 years,Russian Federation,Russian Federation2002,2527.0,Boomers,21320535.0,male,94.36,20119.0,2002
"345,110,438,692",,55-74 years,Russian Federation,Russian Federation2002,2527.0,Silent,9892090.0,male,89.47,8850.0,2002
"345,110,438,692",,25-34 years,Russian Federation,Russian Federation2002,2527.0,Generation X,10156286.0,male,85.62,8696.0,2002
"345,110,438,692",,75+ years,Russian Federation,Russian Federation2002,2527.0,Silent,1622258.0,male,79.95,1297.0,2002
"345,110,438,692",,15-24 years,Russian Federation,Russian Federation2002,2527.0,Millenials,11714752.0,male,56.91,6667.0,2002
"345,110,438,692",,75+ years,Russian Federation,Russian Federation2002,2527.0,Silent,5126645.0,female,28.32,1452.0,2002
"345,110,438,692",,55-74 years,Russian Federation,Russian Federation2002,2527.0,Silent,15292297.0,female,16.17,2472.0,2002
"345,110,438,692",,35-54 years,Russian Federation,Russian Federation2002,2527.0,Boomers,22995821.0,female,12.65,2910.0,2002
"345,110,438,692",,25-34 years,Russian Federation,Russian Federation2002,2527.0,Generation X,9838656.0,female,11.04,1086.0,2002
"345,110,438,692",,15-24 years,Russian Federation,Russian Federation2002,2527.0,Millenials,11425220.0,female,9.23,1054.0,2002
"345,110,438,692",,5-14 years,Russian Federation,Russian Federation2002,2527.0,Millenials,8810074.0,male,3.84,338.0,2002
"345,110,438,692",,5-14 years,Russian Federation,Russian Federation2002,2527.0,Millenials,8396266.0,female,0.99,83.0,2002
"430,347,770,732",,75+ years,Russian Federation,Russian Federation2003,3141.0,Silent,1648684.0,male,90.8,1497.0,2003
"430,347,770,732",,35-54 years,Russian Federation,Russian Federation2003,3141.0,Boomers,21007346.0,male,88.93,18681.0,2003
"430,347,770,732",,55-74 years,Russian Federation,Russian Federation2003,3141.0,Silent,9920853.0,male,83.8,8314.0,2003
"430,347,770,732",,25-34 years,Russian Federation,Russian Federation2003,3141.0,Generation X,10260634.0,male,78.8,8085.0,2003
"430,347,770,732",,15-24 years,Russian Federation,Russian Federation2003,3141.0,Millenials,12256012.0,male,50.05,6134.0,2003
"430,347,770,732",,75+ years,Russian Federation,Russian Federation2003,3141.0,Silent,5170321.0,female,27.46,1420.0,2003
"430,347,770,732",,55-74 years,Russian Federation,Russian Federation2003,3141.0,Silent,15243314.0,female,14.52,2214.0,2003
"430,347,770,732",,35-54 years,Russian Federation,Russian Federation2003,3141.0,Boomers,23024470.0,female,11.8,2718.0,2003
"430,347,770,732",,25-34 years,Russian Federation,Russian Federation2003,3141.0,Generation X,10257511.0,female,10.24,1050.0,2003
"430,347,770,732",,15-24 years,Russian Federation,Russian Federation2003,3141.0,Millenials,11942216.0,female,8.11,969.0,2003
"430,347,770,732",,5-14 years,Russian Federation,Russian Federation2003,3141.0,Millenials,8328381.0,male,3.41,284.0,2003
"430,347,770,732",,5-14 years,Russian Federation,Russian Federation2003,3141.0,Millenials,7960126.0,female,0.99,79.0,2003
"591,016,690,743",,75+ years,Russian Federation,Russian Federation2004,4312.0,Silent,1776778.0,male,88.93,1580.0,2004
"591,016,690,743",,35-54 years,Russian Federation,Russian Federation2004,4312.0,Boomers,20843896.0,male,83.79,17465.0,2004
"591,016,690,743",,55-74 years,Russian Federation,Russian Federation2004,4312.0,Silent,9924764.0,male,77.73,7715.0,2004
"591,016,690,743",,25-34 years,Russian Federation,Russian Federation2004,4312.0,Generation X,10461766.0,male,76.04,7955.0,2004
"591,016,690,743",,15-24 years,Russian Federation,Russian Federation2004,4312.0,Millenials,12425537.0,male,47.41,5891.0,2004
"591,016,690,743",,75+ years,Russian Federation,Russian Federation2004,4312.0,Silent,5370057.0,female,26.03,1398.0,2004
"591,016,690,743",,55-74 years,Russian Federation,Russian Federation2004,4312.0,Silent,15236313.0,female,13.32,2029.0,2004
"591,016,690,743",,35-54 years,Russian Federation,Russian Federation2004,4312.0,Boomers,22956701.0,female,11.62,2668.0,2004
"591,016,690,743",,25-34 years,Russian Federation,Russian Federation2004,4312.0,Generation X,10494419.0,female,9.93,1042.0,2004
"591,016,690,743",,15-24 years,Russian Federation,Russian Federation2004,4312.0,Millenials,12088752.0,female,8.21,992.0,2004
"591,016,690,743",,5-14 years,Russian Federation,Russian Federation2004,4312.0,Millenials,7919935.0,male,3.64,288.0,2004
"591,016,690,743",,5-14 years,Russian Federation,Russian Federation2004,4312.0,Millenials,7572781.0,female,0.96,73.0,2004
"764,017,107,992",,75+ years,Russian Federation,Russian Federation2005,5611.0,Silent,1885942.0,male,84.79,1599.0,2005
"764,017,107,992",,35-54 years,Russian Federation,Russian Federation2005,5611.0,Boomers,20550405.0,male,77.09,15843.0,2005
"764,017,107,992",,25-34 years,Russian Federation,Russian Federation2005,5611.0,Generation X,10578048.0,male,73.7,7796.0,2005
"764,017,107,992",,55-74 years,Russian Federation,Russian Federation2005,5611.0,Silent,9977150.0,male,71.6,7144.0,2005
"764,017,107,992",,15-24 years,Russian Federation,Russian Federation2005,5611.0,Millenials,12357989.0,male,46.53,5750.0,2005
"764,017,107,992",,75+ years,Russian Federation,Russian Federation2005,5611.0,Silent,5535287.0,female,23.56,1304.0,2005
"764,017,107,992",,55-74 years,Russian Federation,Russian Federation2005,5611.0,Silent,15297324.0,female,12.32,1884.0,2005
"764,017,107,992",,35-54 years,Russian Federation,Russian Federation2005,5611.0,Boomers,22722081.0,female,10.17,2311.0,2005
"764,017,107,992",,25-34 years,Russian Federation,Russian Federation2005,5611.0,Generation X,10640505.0,female,9.32,992.0,2005
"764,017,107,992",,15-24 years,Russian Federation,Russian Federation2005,5611.0,Millenials,12011488.0,female,7.53,904.0,2005
"764,017,107,992",,5-14 years,Russian Federation,Russian Federation2005,5611.0,Millenials,7467908.0,male,2.76,206.0,2005
"764,017,107,992",,5-14 years,Russian Federation,Russian Federation2005,5611.0,Millenials,7138064.0,female,0.97,69.0,2005
"989,930,542,279",,75+ years,Russian Federation,Russian Federation2006,7313.0,Silent,1966649.0,male,86.49,1701.0,2006
"989,930,542,279",,25-34 years,Russian Federation,Russian Federation2006,7313.0,Generation X,10691395.0,male,70.94,7584.0,2006
"989,930,542,279",,35-54 years,Russian Federation,Russian Federation2006,7313.0,Boomers,20336306.0,male,68.94,14020.0,2006
"989,930,542,279",,55-74 years,Russian Federation,Russian Federation2006,7313.0,Silent,10054153.0,male,65.27,6562.0,2006
"989,930,542,279",,15-24 years,Russian Federation,Russian Federation2006,7313.0,Millenials,12174930.0,male,43.69,5319.0,2006
"989,930,542,279",,75+ years,Russian Federation,Russian Federation2006,7313.0,Silent,5646287.0,female,24.81,1401.0,2006
"989,930,542,279",,55-74 years,Russian Federation,Russian Federation2006,7313.0,Silent,15405634.0,female,11.16,1719.0,2006
"989,930,542,279",,35-54 years,Russian Federation,Russian Federation2006,7313.0,Boomers,22545749.0,female,9.71,2189.0,2006
"989,930,542,279",,25-34 years,Russian Federation,Russian Federation2006,7313.0,Generation X,10784340.0,female,9.03,974.0,2006
"989,930,542,279",,15-24 years,Russian Federation,Russian Federation2006,7313.0,Millenials,11819245.0,female,7.35,869.0,2006
"989,930,542,279",,5-14 years,Russian Federation,Russian Federation2006,7313.0,Millenials,7123987.0,male,2.82,201.0,2006
"989,930,542,279",,5-14 years,Russian Federation,Russian Federation2006,7313.0,Millenials,6808787.0,female,1.1,75.0,2006
"1,299,705,247,686",,75+ years,Russian Federation,Russian Federation2007,9643.0,Silent,2015773.0,male,82.35,1660.0,2007
"1,299,705,247,686",,25-34 years,Russian Federation,Russian Federation2007,9643.0,Generation X,10843276.0,male,69.01,7483.0,2007
"1,299,705,247,686",,35-54 years,Russian Federation,Russian Federation2007,9643.0,Boomers,20173873.0,male,64.76,13065.0,2007
"1,299,705,247,686",,55-74 years,Russian Federation,Russian Federation2007,9643.0,Silent,10209479.0,male,60.25,6151.0,2007
"1,299,705,247,686",,15-24 years,Russian Federation,Russian Federation2007,9643.0,Millenials,11862129.0,male,44.32,5257.0,2007
"1,299,705,247,686",,75+ years,Russian Federation,Russian Federation2007,9643.0,Silent,5710937.0,female,23.78,1358.0,2007
"1,299,705,247,686",,55-74 years,Russian Federation,Russian Federation2007,9643.0,Silent,15620091.0,female,11.13,1738.0,2007
"1,299,705,247,686",,35-54 years,Russian Federation,Russian Federation2007,9643.0,Boomers,22379725.0,female,9.72,2176.0,2007
"1,299,705,247,686",,25-34 years,Russian Federation,Russian Federation2007,9643.0,Generation X,10944247.0,female,9.6,1051.0,2007
"1,299,705,247,686",,15-24 years,Russian Federation,Russian Federation2007,9643.0,Millenials,11502702.0,female,8.25,949.0,2007
"1,299,705,247,686",,5-14 years,Russian Federation,Russian Federation2007,9643.0,Generation Z,6911384.0,male,2.78,192.0,2007
"1,299,705,247,686",,5-14 years,Russian Federation,Russian Federation2007,9643.0,Generation Z,6605348.0,female,1.04,69.0,2007
"1,660,844,408,500",,75+ years,Russian Federation,Russian Federation2008,12359.0,Silent,2029226.0,male,84.37,1712.0,2008
"1,660,844,408,500",,25-34 years,Russian Federation,Russian Federation2008,12359.0,Generation X,11091377.0,male,61.85,6860.0,2008
"1,660,844,408,500",,35-54 years,Russian Federation,Russian Federation2008,12359.0,Boomers,20041975.0,male,59.12,11848.0,2008
"1,660,844,408,500",,55-74 years,Russian Federation,Russian Federation2008,12359.0,Silent,10403205.0,male,56.28,5855.0,2008
"1,660,844,408,500",,15-24 years,Russian Federation,Russian Federation2008,12359.0,Millenials,11377099.0,male,42.74,4863.0,2008
"1,660,844,408,500",,75+ years,Russian Federation,Russian Federation2008,12359.0,Silent,5714841.0,female,22.49,1285.0,2008
"1,660,844,408,500",,55-74 years,Russian Federation,Russian Federation2008,12359.0,Silent,15906813.0,female,10.14,1613.0,2008
"1,660,844,408,500",,35-54 years,Russian Federation,Russian Federation2008,12359.0,Boomers,22229346.0,female,9.18,2040.0,2008
"1,660,844,408,500",,25-34 years,Russian Federation,Russian Federation2008,12359.0,Generation X,11179123.0,female,8.78,981.0,2008
"1,660,844,408,500",,15-24 years,Russian Federation,Russian Federation2008,12359.0,Millenials,11025088.0,female,8.31,916.0,2008
"1,660,844,408,500",,5-14 years,Russian Federation,Russian Federation2008,12359.0,Generation Z,6848169.0,male,2.16,148.0,2008
"1,660,844,408,500",,5-14 years,Russian Federation,Russian Federation2008,12359.0,Generation Z,6539687.0,female,1.38,90.0,2008
"1,222,643,696,992",,75+ years,Russian Federation,Russian Federation2009,9118.0,Silent,2012787.0,male,76.21,1534.0,2009
"1,222,643,696,992",,25-34 years,Russian Federation,Russian Federation2009,9118.0,Generation X,11373727.0,male,63.59,7233.0,2009
"1,222,643,696,992",,35-54 years,Russian Federation,Russian Federation2009,9118.0,Boomers,19901557.0,male,58.89,11721.0,2009
"1,222,643,696,992",,55-74 years,Russian Federation,Russian Federation2009,9118.0,Silent,10645241.0,male,52.95,5637.0,2009
"1,222,643,696,992",,15-24 years,Russian Federation,Russian Federation2009,9118.0,Millenials,10819693.0,male,42.81,4632.0,2009
"1,222,643,696,992",,75+ years,Russian Federation,Russian Federation2009,9118.0,Silent,5657810.0,female,20.03,1133.0,2009
"1,222,643,696,992",,55-74 years,Russian Federation,Russian Federation2009,9118.0,Silent,16287675.0,female,9.33,1519.0,2009
"1,222,643,696,992",,35-54 years,Russian Federation,Russian Federation2009,9118.0,Boomers,22050450.0,female,8.75,1930.0,2009
"1,222,643,696,992",,25-34 years,Russian Federation,Russian Federation2009,9118.0,Generation X,11440839.0,female,8.62,986.0,2009
"1,222,643,696,992",,15-24 years,Russian Federation,Russian Federation2009,9118.0,Millenials,10472951.0,female,8.01,839.0,2009
"1,222,643,696,992",,5-14 years,Russian Federation,Russian Federation2009,9118.0,Generation Z,6869835.0,male,2.42,166.0,2009
"1,222,643,696,992",,5-14 years,Russian Federation,Russian Federation2009,9118.0,Generation Z,6552868.0,female,1.19,78.0,2009
"1,524,916,112,079",,75+ years,Russian Federation,Russian Federation2010,11307.0,Silent,2023458.0,male,74.43,1506.0,2010
"1,524,916,112,079",,25-34 years,Russian Federation,Russian Federation2010,11307.0,Generation X,11398127.0,male,57.1,6508.0,2010
"1,524,916,112,079",,35-54 years,Russian Federation,Russian Federation2010,11307.0,Generation X,19786280.0,male,52.08,10304.0,2010
"1,524,916,112,079",,55-74 years,Russian Federation,Russian Federation2010,11307.0,Silent,11174530.0,male,46.34,5178.0,2010
"1,524,916,112,079",,15-24 years,Russian Federation,Russian Federation2010,11307.0,Millenials,10546669.0,male,37.3,3934.0,2010
"1,524,916,112,079",,75+ years,Russian Federation,Russian Federation2010,11307.0,Silent,5711389.0,female,18.23,1041.0,2010
"1,524,916,112,079",,55-74 years,Russian Federation,Russian Federation2010,11307.0,Silent,16921727.0,female,8.0,1354.0,2010
"1,524,916,112,079",,25-34 years,Russian Federation,Russian Federation2010,11307.0,Generation X,11473939.0,female,7.78,893.0,2010
"1,524,916,112,079",,35-54 years,Russian Federation,Russian Federation2010,11307.0,Generation X,21894031.0,female,7.67,1680.0,2010
